serial,wage,nonlaborinc,hoursworked
91415,16.826923,101,2080
91417,40.865383,141824,1664
91422,11.538462,38000,2080
91424,5499.9951,50,200
91425,291.66666,123050,24
91427,26.442308,48194,2080
91428,8.958333,40000,480
91429,22.588461,54991,2080
91430,3.8461537,16500,2080
91431,29.326923,72621,2080
91435,14.423077,5100,2080
91436,16,22051,780
91437,25.961538,68187,2080
91438,37.98077,76050,2080
91439,76.92308,1000,2600
91449,45.192307,52594,2080
91450,0,119500,624
91455,12.820513,20,1560
91457,8.9523811,24106,315
91458,2.2222223,3936,360
91459,32.051281,55402,1248
91461,14.423077,14,2080
91462,5.4945054,32560,1820
91472,10.204082,30000,1960
91473,19.23077,0,2080
91475,16.826923,0,2080
91477,14.423077,0,2080
91478,65.359001,18010,1000
91482,29.807692,8380,2080
91483,17.692308,36141,2600
91487,16.632017,0,1924
91488,33.653847,4630,2080
91491,40.865383,2,2080
91492,10,0,936
91493,11.282051,58797,1950
91494,26.648352,68810,3640
91496,25.961538,1501,2080
91501,35.576923,44008,2080
91507,11.666667,2100,1440
91512,14.424039,30566,2080
91520,14.957265,3,2340
91521,9.5588236,18910,680
91525,14.835165,9200,3640
91532,15.384615,18758,2600
91535,6.2520833,30862,960
91536,12.588462,49179,2080
91539,9.6153851,50016,2080
91540,19.23077,0,2340
91546,11.057693,22126,2080
91549,9.89011,50000,1820
91550,21.153847,130000,2080
91551,8.4615383,14001,1300
91552,4.8076925,0,2080
91555,9.1346149,19000,2080
91557,16.153847,58,2600
91559,14.285714,14000,1400
91561,13.333333,33215,900
91562,9.6153851,52102,2080
91564,5.7692308,0,2080
91568,10.439561,17000,1820
91569,15.384615,49420,1300
91570,12.019231,60,2080
91572,3.2051282,0,3744
91573,19.642857,11000,1120
91574,12.5,0,1280
91575,7.8125,0,1280
91578,10.989011,16465,1092
91580,39.23077,2,2600
91583,21.851852,53117,2700
91596,19.23077,72,3744
91597,17.307692,7144,2080
91603,27.472527,656,4368
91606,125,41331,8
91610,12.860577,2,1664
91614,30.982906,63,1872
91619,16.891891,59220,1184
91628,27.472527,2,2184
91635,9.2307692,84264,260
91641,30.555555,59344,1440
91648,9.078846,19270,2080
91650,41.666668,2062,960
91652,19.84127,233000,1260
91656,18.589743,53804,1560
91661,16.483517,99999,4368
91666,20.192308,43075,2080
91675,15.686275,77029,3825
91678,14.423077,2,2080
91681,10,0,1040
91686,43.75,40081,2080
91691,4.6875,6300,640
91692,24.759615,15024,2080
91694,16.122004,107957,2295
91695,0,5300,1000
91697,12.980769,31203,2080
91699,22.115385,6,2080
91701,7.7750001,4500,2080
91703,31.25,30872,2080
91704,32.692307,25162,2080
91705,19.23077,337,2080
91712,0,153270,52
91715,5.0607285,120410,1976
91716,26.442308,14060,2080
91717,16.666666,55022,1560
91719,16.826923,13055,2080
91730,15.277778,50,1440
91734,25.641026,37436,1872
91739,34.615383,78164,2080
91740,8.7179489,91892,1950
91742,28.846153,49059,2080
91743,25,0,400
91745,22.222221,2072,450
91748,24.038462,54631,2080
91749,13.006372,28524,2040
91750,14.423077,4144,2080
91751,52.884617,7957,2080
91753,22.115385,26015,2080
91758,12.957317,3215,1312
91759,1.0989012,0,1820
91761,13.461538,99459,2080
91763,37.98077,3072,2080
91764,0,93265,1280
91765,10.192307,24873,2600
91767,8.6538458,44031,2080
91768,0,49600,2860
91770,13.461538,58976,1560
91772,19.23077,17065,2080
91776,33.974358,11600,1560
91783,30.288462,82642,2080
91791,17.747692,410,1300
91792,41.346153,56320,2080
91795,16.666666,65806,60
91797,12.5,11,2080
91798,80.681816,893,880
91800,46.153847,108174,1560
91807,8.2417583,0,4368
91810,35.576923,84500,2080
91811,20.833334,52106,1200
91817,23.076923,5073,1300
91818,1.3756614,11258,189
91819,14.568765,0,1716
91821,25.48077,82016,2080
91832,18.333334,20100,1200
91833,12.857142,10542,210
91838,17.307692,11682,2080
91839,36.923077,24721,1950
91841,20,152,1080
91842,28.40909,60020,1056
91843,51.282051,141784,2340
91844,21.153847,62000,1040
91852,35.108173,93044,2080
91853,19.047619,4,1680
91856,16.666666,54652,180
91859,10.336538,10516,2080
91866,14.423077,15,2080
91870,20.979021,2694,2860
91872,25.961538,4861,2080
91873,4.2361112,48009,3600
91876,43.26923,0,2080
91877,45.427883,134081,2080
91887,18.26923,15109,2080
91890,16.194332,73190,1976
91891,8.0128202,56216,624
91892,13.888889,20098,2880
91893,12.5,6000,2080
91901,15.384615,1507,2080
91913,88.46154,140713,2600
91924,28.846153,3,2080
91929,14.839835,35426,3640
91933,57.692307,66450,2080
91938,53.418804,2287,2340
91942,33.173077,14071,2080
91943,18.191269,0,1924
91947,15.845238,78012,3360
91949,10,20,10
91961,47.115383,55860,2080
91962,67.948715,100030,780
91965,40.865383,22110,2080
91971,12.019231,52106,2080
91972,0,80485,1248
91974,80.384613,958,2600
91976,86.53846,5062,2080
91980,41.666668,170007,1248
91984,22.836538,4162,2080
91985,33.284023,4150,2704
91986,23.076923,78730,520
91988,33.653847,6560,2080
91991,0,35501,1820
91992,0,150004,1560
91994,16.826923,2010,2080
91996,35.256409,66800,3120
91998,14,86384,400
92000,22.451923,1,2080
92001,23.076923,14905,3120
92002,23.125,167883,3200
92004,20,14423,2040
92005,8.333333,39503,360
92006,48.076923,6029,2080
92010,18.218624,77400,1976
92011,4.4871793,0,1560
92012,30.76923,23750,2080
92013,26.442308,65000,2080
92016,51.153847,64039,2600
92017,31.250961,60,2080
92018,72.115387,100040,2080
92019,63.076923,73004,2600
92022,40.865383,27000,2080
92027,14.230769,465,2600
92028,43.26923,30382,2080
92029,23.076923,25550,2600
92030,22.307692,22074,2600
92035,12.980769,0,2080
92036,11.834319,8901,2028
92037,38.46154,4260,2600
92038,19.166666,16001,1200
92039,26.442308,480,2080
92040,26.442308,219010,2080
92041,18.75,2560,2080
92045,11.698718,18500,3120
92050,47.115383,41120,2080
92052,11.111111,55000,1800
92053,7.6153846,5,1040
92054,4.9382715,120005,162
92056,35,127000,2600
92059,14.903846,0,2080
92060,10.576923,40004,2080
92064,26.923077,79144,2080
92065,65.384613,2400,2600
92067,101.49573,8020,1872
92068,26.538462,14,2600
92069,21.367521,64166,2340
92070,31.25,16752,2080
92071,25,54875,2080
92073,29,132104,1000
92077,50,10076,1120
92081,36.057693,13355,2080
92082,24.038462,2007,2080
92083,16.826923,62072,2080
92085,27.777779,90869,72
92086,44.489094,2054,3484
92087,528.8457,24005,2080
92088,24.166666,41778,600
92089,25.64188,48010,2340
92090,22.222221,100638,1440
92091,24.038462,21295,2080
92095,5.1923075,2750,2080
92101,26.442308,40480,2080
92103,32.051281,39183,3120
92104,14.423077,156950,2080
92105,17.538462,45000,2080
92106,17.5,42960,4
92113,16.346153,2072,2080
92115,44.305771,44052,2080
92116,13.461538,1102,2600
92117,28.40909,56984,1760
92118,32.647587,97812,2236
92119,65.384613,145829,2080
92120,31.25,14158,2080
92121,28.846153,18010,2080
92123,52.447552,60900,2860
92125,45.76923,32,2600
92126,16.346153,44156,2080
92128,42.735043,701,2340
92129,43.381039,14,2236
92131,19.23077,0,2080
92132,25,0,2080
92133,9.6153851,36212,2080
92134,13.75,0,2080
92136,18.253969,8622,1260
92137,18.75,103137,800
92138,16.826923,124110,2080
92139,25.961538,90325,2080
92140,20.192308,18999,2080
92141,0,221668,2080
92142,5.8333335,77600,240
92144,12.5,0,1600
92145,24.038462,24576,2080
92146,31.25,153650,1040
92149,35.333332,15649,2250
92154,26.442308,83005,2080
92155,85.470085,4532,2340
92156,0,63600,3640
92157,81.730766,51587,2080
92158,21.634615,36480,2080
92159,16.538462,93886,2600
92160,0,21317,2500
92163,31.25,44,2080
92167,19.23077,2099,2340
92170,21.634615,56020,2080
92173,28.846153,49,2080
92179,27.884615,300,2080
92186,0,141000,3120
92187,14.423077,116308,2080
92188,16.27219,38501,2704
92190,48.076923,324999,2080
92194,70.850204,5141,1976
92200,14.423077,103946,2080
92201,32.5,188547,1600
92202,57.142857,35980,1750
92212,11.446886,52184,4368
92214,43.365383,-574,2080
92216,29.807692,1647,2080
92219,30.288462,14259,2080
92221,31.25,199670,1600
92224,33.906883,120415,1976
92226,25.303644,5,1976
92227,25,161968,1300
92230,29.352226,84396,1976
92231,10.256411,53000,3120
92234,17.788462,5520,2080
92236,48.076923,322313,2080
92239,0,142527,2080
92240,26.923077,60016,2600
92242,35.096153,73010,2080
92243,34.615383,64926,2080
92244,13.942307,55065,2080
92245,75,105034,200
92247,21.153847,4912,2080
92250,19.23077,22000,1040
92251,10.576923,7830,2080
92252,9.5238094,65701,105
92253,20.192308,1745,2080
92255,15.428572,500,1750
92256,20.572552,48006,2288
92257,19.616558,72,1377
92258,5.3939962,24230,2132
92262,23.809525,39460,1260
92266,24.038462,2000,2080
92267,60,504000,2500
92268,21.634615,98520,2080
92271,25,123439,2080
92272,25.365385,73890,2080
92276,15.384615,7032,2600
92277,19.23077,3820,2080
92278,4.3269229,60403,2080
92281,25.303644,90525,1976
92282,25,73296,2080
92283,19.711538,0,2080
92285,61.111111,78076,1800
92286,29.72028,199519,2860
92287,33.906883,257113,1976
92290,39.772728,30000,880
92291,27.616425,87601,1924
92293,23.958334,0,1920
92295,26.538462,90645,2600
92296,29.807692,3070,2080
92297,356.12537,48339,1404
92299,16.826923,51009,2080
92303,12.980769,106702,2080
92313,79.32692,49862,1664
92314,20.833334,20410,1248
92316,25.832376,100299,3484
92319,45.673077,4022,2080
92320,33.653847,62300,2080
92322,51.282051,160797,2340
92323,80,250,3250
92324,35.135136,25033,1850
92325,50,29180,2400
92326,5.9615383,34174,3640
92328,16.346153,4144,2080
92329,20.833334,40302,3120
92330,22.5,69288,2000
92332,10.461538,26400,2080
92333,10.817307,351,2080
92334,11.880342,2930,2340
92336,32.692307,20671,1560
92338,83.24176,218188,1820
92340,9.8557692,5393,2080
92341,38.870705,45122,2444
92342,28.846153,5,2080
92344,13.461538,17380,2080
92345,20.192308,24624,2080
92365,19.23077,112141,2080
92378,16.666666,2172,1500
92392,0,111042,2080
92394,18.881119,12781,2860
92395,35.576923,75016,2080
92396,0,102213,3120
92399,14.423077,26902,2080
92403,17.375,2076,1920
92405,30.76923,3,2080
92407,4.9729729,1628,74
92413,36.217949,114210,3120
92416,8.75,1802,1600
92418,17.788462,23111,2080
92419,15.384615,0,2080
92420,0,128755,1760
92424,14.903846,24500,2080
92434,0,109216,2080
92435,26.923077,132519,3900
92437,12.5,7528,2080
92438,18.75,62008,2080
92439,42.307693,40016,2600
92445,21.634615,2107,2080
92447,29.220779,3152,3080
92461,21.978022,150034,1820
92462,47.435898,82212,2340
92463,16.151922,52091,2080
92464,18.315018,35030,2184
92465,5.6089745,64179,2496
92467,38.46154,16016,2080
92472,43.26923,54146,2080
92475,61.813187,193878,1456
92476,16.02564,69145,2808
92478,9.6153851,24169,2080
92481,24.799999,126500,1050
92482,16.225962,42622,1664
92484,23.166023,8090,1295
92485,21.634615,6020,2080
92486,38.46154,0,2080
92487,23.076923,111253,2080
92488,23.418804,89000,2340
92489,3.4722223,107296,576
92491,33.216782,157831,2860
92492,55.28846,105187,2080
92497,25.961538,10216,2080
92504,22.435898,60360,3120
92506,0,224309,1248
92510,29.304029,251720,2184
92525,31.25,8612,1920
92527,96.153847,6067,2600
92529,15.625,110323,640
92530,41.666668,2200,2880
92535,18,82010,1200
92536,28.076923,39156,2600
92539,50,33409,2600
92542,26.442308,41804,2080
92544,48.076923,63472,2080
92545,17.5,8182,2000
92550,38.46154,84197,2080
92556,8.3511114,120224,1350
92557,32.692307,12929,2080
92559,26.923077,5243,2080
92561,18.26923,2167,2080
92563,23.557692,0,2080
92564,13.333333,49144,375
92565,41.42012,70178,3380
92566,8.8942308,6770,2080
92567,23.942308,45299,2080
92568,23.076923,74144,520
92573,16.316345,2322,2080
92575,14.583333,6037,1440
92580,10.576923,70048,2080
92582,50.48077,2079,2080
92584,26.923077,16259,2080
92587,28.846153,2562,2080
92591,38.46154,16844,2080
92594,13.942307,72204,2080
92601,30.288462,12000,2080
92602,19.23077,66542,2080
92604,19.871796,61446,1560
92605,24.038462,14,2080
92610,15.384615,500,2600
92611,22.307692,82132,1300
92612,24.038462,40638,2080
92614,35.576923,80514,2600
92615,14.539904,0,2080
92617,13.461538,250,2080
92618,18.243605,9826,1720
92620,7.5,22082,240
92622,17.777779,100002,900
92624,26.923077,83004,2600
92626,0,18302,1250
92627,9.6153851,101347,2080
92633,24.038462,45030,2080
92634,40.865383,48402,2080
92638,42.5,4,2000
92640,23.504274,4144,2340
92642,21.829521,101114,1924
92643,19.23077,59754,2080
92645,38.46154,102432,2080
92646,20.604395,32170,3640
92647,20.673077,16000,2080
92650,31.25,123655,2080
92653,38.46154,20150,2600
92656,27.138159,4251,1976
92658,38.981289,2209,1924
92659,0,71199,320
92660,9.6153851,19,2080
92661,31.25,80250,2080
92662,33.173077,65127,2080
92664,24.038462,12003,2080
92666,16.923077,0,1560
92668,17.045454,13600,1760
92675,29.487179,32153,2340
92676,29.411764,1117,2040
92677,20.192308,144,2080
92679,35.425102,8324,1976
92682,17.307692,44064,2080
92684,12.259615,25200,2080
92687,15.625,60,960
92688,55.28846,25060,2080
92689,6.8681316,6,1820
92691,41.58004,0,1924
92692,45.787544,74700,2184
92697,19.750519,28396,1924
92698,12.019231,1013080,2080
92699,47.008549,30848,2340
92701,16.346153,35006,2080
92702,19.23077,20,2080
92716,6.7307692,0,2080
92718,0,-1000,2080
92721,11.057693,9000,2080
92722,24.51923,236516,2080
92723,40.865383,32749,2080
92726,0,38360,396
92733,19.23077,39017,1560
92737,16.25,380,2080
92740,10.096154,357,2080
92744,11.057693,0,2080
92748,12.019231,116053,2080
92753,15.552885,1,2080
92764,18.487394,85000,595
92766,60.10096,54301,416
92768,2.8846154,36004,2080
92769,14.102564,0,1560
92777,22.435898,90106,3120
92783,21.367521,45000,2340
92785,22.035257,66130,2496
92792,14.102564,53,2340
92797,12.961154,43359,2600
92799,15,127051,2000
92801,20.192308,67524,2080
92802,20,35,2600
92803,5.0480771,0,2080
92804,52.287582,27591,2295
92808,9.8039217,0,1632
92812,19.23077,29000,2080
92813,14.500961,214,2080
92814,15.384615,39012,2080
92815,0,70003,2080
92816,22.596153,65502,2080
92817,31.870192,43668,2080
92818,12.55,0,2000
92820,50.48077,41111,2080
92823,9.6153851,41000,1560
92827,20.192308,28018,2080
92831,16.02564,21187,1872
92832,19.23077,29160,468
92834,100.96154,146162,2080
92841,0,25000,2080
92847,31.25,72502,2080
92848,0,62579,1040
92849,29.807692,45004,2080
92854,18.26923,33009,2080
92857,15.865385,20059,2080
92869,6.25,54669,320
92871,10.096154,0,2080
92872,15.384615,10,1040
92874,14.423077,18014,2080
92878,11.538462,0,1040
92879,57.692307,0,2080
92882,0,26423,2080
92883,20.242914,117,1976
92891,22.857143,14,3500
92892,2.5083611,10463,1196
92896,7.6923075,0,2080
92899,10.683761,25165,1872
92903,36.057693,99000,2080
92909,29.285715,127843,1400
92910,12.254902,25207,2040
92917,19.23077,128040,1560
92929,16.346153,1000,2080
92930,25.481731,25000,2080
92933,18.653847,17,2600
92936,19.23077,0,2080
92937,29.48782,15000,3120
92944,40.697674,60009,1720
92947,13.5,61650,1600
92953,0,131002,1872
92954,32.051281,143425,2340
92956,24.038462,65807,1040
92965,0,152400,2080
92966,28.846153,0,520
92967,10,28000,320
92968,0,230300,2080
92969,19.23077,40000,2080
92974,25.000961,43,2080
92984,14.423077,0,2080
92986,9.6153851,6500,520
92995,15.865385,61100,2080
93009,28.799999,55560,400
93011,21.367521,20,2340
93014,17.307692,20,2080
93016,26.573427,58,2860
93017,21.634615,137857,2080
93019,19.456944,10,720
93024,50,2260,2600
93025,15.865385,12,2080
93028,20.192308,33697,2080
93032,8.1730766,75202,2080
93033,38.46154,10065,3120
93035,57.692307,59696,2600
93036,0,60011,2080
93037,14.423077,0,2080
93038,48.076923,210,1040
93039,15.384615,110,2080
93042,11.538462,40,2080
93045,28.846153,103,2080
93049,19.23077,38013,780
93051,23.557692,29,2080
93052,25,15005,320
93055,8.1730766,2496,2080
93061,7.3964496,35058,2704
93067,20.673077,12000,2080
93071,19.23077,27000,2392
93073,4.835165,99000,1820
93074,34.188034,26000,1872
93075,16.02564,0,1872
93076,22.727272,42000,2860
93081,14.423077,40,2080
93082,36.53846,85172,2600
93083,19.23077,40,2080
93085,20.192308,28000,1040
93086,15.865385,25000,2080
93087,16.826923,46702,2080
93093,0,25000,2080
93094,22.307692,11,2600
93095,12.5,59000,2080
93096,13.461538,0,2080
93100,17.142857,41442,1092
93103,13.461538,49000,2080
93104,13.942307,28000,2080
93105,32.051281,45000,1560
93106,11.538462,0,2080
93107,23.717949,46744,2340
93109,36.53846,65004,2600
93110,65.384613,28608,2600
93111,5.7142859,52000,1400
93113,20.192308,0,2080
93135,34.807693,12200,2080
93140,36.057693,7563,2080
93143,23.205128,20002,3120
93148,45.673077,51774,2080
93163,24.038462,33100,2080
93164,12.019231,92000,2080
93165,62.5,115357,2080
93166,48.076923,277,2080
93173,15.9875,33634,640
93175,17.482517,10210,2860
93189,191.40625,109900,1280
93196,14.423077,0,2080
93198,43.26923,25000,2080
93205,20.512821,301,2340
93213,48.076923,0,2080
93214,53.846153,12016,2080
93216,14.423077,51945,2080
93218,48.076923,24005,2080
93221,34.615383,5015,2080
93228,17.492712,38144,686
93235,32.692307,38000,2080
93238,19.23077,0,2080
93248,26.442308,7250,2080
93263,10.576923,63903,2080
93275,36.057693,0,2080
93279,23.076923,105097,2600
93280,14.423077,20800,3120
93282,33.846153,54004,2600
93283,23.674242,55109,1056
93285,0,149000,2080
93287,7.2115383,25000,2080
93289,14.423077,0,2080
93295,43.26923,32,2080
93299,28.846153,14,2080
93303,14.903846,151,2080
93304,13.636364,207406,880
93310,12,5050,32
93312,40.384617,91171,2080
93317,48.076923,277,2080
93318,19.23077,91628,2080
93319,7.8125,300483,1664
93320,36.013985,58050,2860
93331,16.826923,0,2080
93333,21.634615,51500,2080
93335,29.326923,144023,2080
93338,48.076923,42,2080
93340,19.23077,16896,2080
93346,25.641026,45038,624
93347,0,7000,2080
93348,8.8942308,82000,2080
93351,25,45016,2080
93354,18.461538,84993,2600
93360,38.46154,259,2600
93361,16.827404,85000,2080
93368,14.423077,36275,2080
93369,60.096153,60160,2080
93370,13.461538,2,2080
93373,10,72000,2080
93378,58.869701,70089,2548
93379,16.826923,14152,2080
93382,43.26923,22000,2080
93385,21.749313,17872,4368
93387,38.46154,60400,2600
93389,60.096153,126100,2080
93390,20.192308,23162,2080
93391,24.038462,88263,2080
93392,22.727272,91385,2200
93395,33.359497,118800,2548
93398,27.403847,60484,2080
93402,0,249000,2860
93411,26.041666,30000,1920
93414,9.6153851,0,1560
93417,33.46154,58400,2600
93421,8.6538458,13880,2080
93423,11.057693,0,2080
93424,23.776224,7910,2860
93427,56.593407,20033,1820
93428,11.71875,166,128
93432,23.076923,62738,2080
93433,24.038462,45800,1040
93442,41.346153,33162,2080
93445,16.826923,37660,2080
93461,28.433655,54619,2080
93462,30.76923,20,3900
93464,38.46154,9,2600
93465,57.692307,60259,2080
93467,7.8125,29500,1920
93473,20.833334,0,3120
93474,65.384613,6,2600
93476,14.423077,12500,2080
93478,28.846153,12616,2080
93486,57.692307,8163,2080
93487,31.25,5291,2080
93496,27.403847,32010,2080
93498,13.157895,21370,988
93507,13.942307,7,2080
93509,45.673077,11428,2080
93511,24.038462,104,2080
93512,28.846153,60500,2080
93518,72.596153,76070,2080
93519,23.076923,0,2080
93520,12.820513,2022,3120
93522,27.5,83006,2000
93524,21.634615,70032,2080
93526,9.375,41680,480
93527,14.676113,23209,1976
93531,0,41500,2080
93534,33.653847,122621,2080
93536,14.423077,159968,2080
93537,14.423077,59043,2080
93542,4.8076925,12000,2080
93550,16.346153,25638,2080
93551,33.653847,44867,2080
93553,57.692307,0,2080
93554,14.568765,33462,1716
93555,16.346153,0,1040
93559,16.826923,14,2080
93561,11.5,6,2080
93564,12.019231,35003,2080
93565,48.076923,69540,2080
93567,60.897434,67350,3120
93573,41.826923,8,2080
93576,47.435898,207883,2340
93578,48.076923,373,2080
93581,8.8942308,79885,2080
